143 120
0.000000 0.000000 0.000000 
0.039986 -0.035588 0.000000 
0.091966 -0.048371 0.000000 
0.146038 -0.052181 0.000000 
0.200239 -0.051514 0.000000 
0.308352 -0.043359 0.000000 
0.416027 -0.030676 0.000000 
0.630801 -0.000727 0.000000 
0.845646 0.028709 0.000000 
1.061084 0.053375 0.000000 
1.277238 0.070675 0.000000 
1.493896 0.079811 0.000000 
1.710669 0.085635 0.000000 
1.927503 0.088368 0.000000 
2.144353 0.087475 0.000000 
2.361149 0.082602 0.000000 
2.577811 0.073550 0.000000 
2.794254 0.060251 0.000000 
3.010397 0.042751 0.000000 
3.226174 0.021194 0.000000 
3.441534 -0.004191 0.000000 
3.548444 0.016446 -0.301724 
3.655355 0.037084 -0.603448 
3.762265 0.057721 -0.905171 
3.869175 0.078359 -1.206895 
3.569789 0.114528 -1.206895 
3.269519 0.142426 -1.206895 
3.033894 0.158145 -1.206895 
2.797969 0.168412 -1.206895 
2.448418 0.174004 -1.206895 
2.098849 0.169616 -1.206895 
1.727074 0.152080 -1.206895 
1.357140 0.111184 -1.206895 
1.231998 0.094373 -1.206895 
1.106823 0.077817 -1.206895 
1.033730 0.069039 -1.206895 
0.960479 0.061695 -1.206895 
0.899715 0.057510 -1.206895 
0.838818 0.056325 -1.206895 
0.761860 0.063807 -1.206895 
0.696801 0.105590 -1.206895 
0.522601 0.079192 -0.905171 
0.348401 0.052795 -0.603448 
0.174200 0.026397 -0.301724 
0.748057 0.021906 -0.603448 
3.358471 0.039425 -0.302508 
1.134337 0.074149 -0.604166 
2.994308 0.097742 -0.537956 
1.980047 0.129760 -0.614331 
2.443269 0.147942 -0.850970 
2.287094 0.115631 -0.397277 
1.090102 0.071217 -0.859914 
1.555525 0.124302 -0.825387 
1.433741 0.093930 -0.301724 
0.215866 -0.008422 -0.305341 
0.271856 -0.021431 -0.306144 
1.008204 0.062725 -1.056068 
1.081201 0.072205 -1.056035 
0.947805 0.055521 -1.056270 
0.918877 0.046900 -0.780897 
0.793799 0.035064 -0.905348 
0.556064 -0.006935 -0.336099 
0.754556 0.018956 -0.268201 
0.383554 -0.023564 -0.306663 
0.545571 0.002963 -0.605781 
1.285255 0.095928 -0.794544 
1.389606 0.104089 -0.656422 
1.083099 0.068497 -0.691298 
3.115669 0.052571 -0.189766 
3.385047 0.023552 -0.186091 
3.462816 0.093347 -0.904787 
1.206285 0.074471 -0.245192 
0.919875 0.043137 -0.390854 
0.949943 0.048784 -0.546616 
1.572161 0.091136 -0.150784 
1.694383 0.112826 -0.454021 
