785 762
0.001690 -0.000616 0.001010 
0.001690 -0.000617 0.001019 
0.001689 -0.000618 0.001029 
0.001687 -0.000619 0.001039 
0.001684 -0.000621 0.001048 
0.001681 -0.000624 0.001057 
0.001677 -0.000627 0.001065 
0.001672 -0.000631 0.001073 
0.001667 -0.000635 0.001080 
0.001661 -0.000639 0.001087 
0.001654 -0.000644 0.001093 
0.001648 -0.000649 0.001098 
0.001640 -0.000654 0.001102 
0.001633 -0.000659 0.001105 
0.001625 -0.000664 0.001108 
0.001617 -0.000670 0.001109 
0.001609 -0.000675 0.001110 
0.001702 -0.000838 0.001110 
0.001796 -0.001000 0.001110 
0.001890 -0.001163 0.001110 
0.001984 -0.001326 0.001110 
0.001993 -0.001321 0.001109 
0.002001 -0.001316 0.001108 
0.002009 -0.001311 0.001105 
0.002017 -0.001307 0.001102 
0.002025 -0.001302 0.001098 
0.002032 -0.001298 0.001093 
0.002039 -0.001294 0.001087 
0.002045 -0.001290 0.001080 
0.002051 -0.001287 0.001073 
0.002056 -0.001284 0.001065 
0.002061 -0.001282 0.001057 
0.002064 -0.001280 0.001048 
0.002067 -0.001278 0.001039 
0.002069 -0.001277 0.001029 
0.002070 -0.001276 0.001019 
0.002071 -0.001276 0.001010 
0.002023 -0.001193 0.001010 
0.001976 -0.001111 0.001010 
0.001928 -0.001029 0.001010 
0.001880 -0.000946 0.001010 
0.001833 -0.000864 0.001010 
0.001785 -0.000781 0.001010 
0.001738 -0.000699 0.001010 
0.001731 -0.000806 0.001101 
0.001922 -0.001144 0.001102 
0.001813 -0.000920 0.001093 
0.001894 -0.001045 0.001088 
0.001711 -0.000711 0.001080 
0.001772 -0.000820 0.001082 
0.001746 -0.000760 0.001073 
0.001914 -0.001061 0.001079 
0.001861 -0.000960 0.001074 
0.001739 -0.000715 0.001045 
0.001699 -0.000673 0.001070 
0.001939 -0.001105 0.001080 
0.001856 -0.000986 0.001090 
0.001911 -0.001031 0.001063 
0.001835 -0.000928 0.001081 
0.001824 -0.000890 0.001070 
0.001769 -0.000802 0.001075 
0.001729 -0.000764 0.001090 
